"","Symbol","Name","Sector","2020-01-02","2020-01-03","2020-01-06","2020-01-07","2020-01-08","2020-01-09","2020-01-10","2020-01-13","2020-01-14","2020-01-15","2020-01-16","2020-01-17","2020-01-21","2020-01-22","2020-01-23","2020-01-24","2020-01-27","2020-01-28","2020-01-29","2020-01-30","2020-01-31","2020-02-03","2020-02-04","2020-02-05","2020-02-06","2020-02-07","2020-02-10","2020-02-11","2020-02-12","2020-02-13","2020-02-14","2020-02-18","2020-02-19","2020-02-20","2020-02-21","2020-02-24","2020-02-25","2020-02-26","2020-02-27","2020-02-28","2020-03-02","2020-03-03","2020-03-04","2020-03-05","2020-03-06","2020-03-09","2020-03-10","2020-03-11","2020-03-12","2020-03-13","2020-03-16","2020-03-17","2020-03-18","2020-03-19","2020-03-20","2020-03-23","2020-03-24","2020-03-25","2020-03-26","2020-03-27","2020-03-30","2020-03-31","2020-04-01","2020-04-02","2020-04-03","2020-04-06","2020-04-07","2020-04-08","2020-04-09","2020-04-13","2020-04-14","2020-04-15","2020-04-16","2020-04-17","2020-04-20","2020-04-21","2020-04-22","2020-04-23","2020-04-24","2020-04-27","2020-04-28","2020-04-29","2020-04-30","2020-05-01","2020-05-04","2020-05-05","2020-05-06","2020-05-07","2020-05-08","2020-05-11","2020-05-12","2020-05-13","2020-05-14","2020-05-15","2020-05-18","2020-05-19","2020-05-20","2020-05-21","2020-05-22","2020-05-26","2020-05-27","2020-05-28","2020-05-29","2020-06-01","2020-06-02","2020-06-03","2020-06-04","2020-06-05","2020-06-08","2020-06-09","2020-06-10","2020-06-11","2020-06-12","2020-06-15","2020-06-16","2020-06-17","2020-06-18","2020-06-19","2020-06-22","2020-06-23","2020-06-24","2020-06-25","2020-06-26","2020-06-29","2020-06-30","2020-07-01","2020-07-02","2020-07-06","2020-07-07","2020-07-08","2020-07-09","2020-07-10","2020-07-13","2020-07-14","2020-07-15","2020-07-16","2020-07-17","2020-07-20","2020-07-21","2020-07-22","2020-07-23","2020-07-24","2020-07-27","2020-07-28","2020-07-29","2020-07-30","2020-07-31","2020-08-03","2020-08-04","2020-08-05","2020-08-06","2020-08-07","2020-08-10","2020-08-11","2020-08-12","2020-08-13","2020-08-14","2020-08-17","2020-08-18","2020-08-19","2020-08-20","2020-08-21","2020-08-24","2020-08-25","2020-08-26","2020-08-27","2020-08-28","2020-08-31","2020-09-01","2020-09-02","2020-09-03","2020-09-04","2020-09-08","2020-09-09","2020-09-10","2020-09-11","2020-09-14","2020-09-15","2020-09-16","2020-09-17","2020-09-18","2020-09-21","2020-09-22","2020-09-23","2020-09-24","2020-09-25","2020-09-28","2020-09-29","2020-09-30","2020-10-01","2020-10-02","2020-10-05","2020-10-06","2020-10-07","2020-10-08","2020-10-09","2020-10-12","2020-10-13","2020-10-14","2020-10-15","2020-10-16","2020-10-19","2020-10-20","2020-10-21","2020-10-22","2020-10-23","2020-10-26","2020-10-27","2020-10-28","2020-10-29","2020-10-30","2020-11-02","2020-11-03","2020-11-04","2020-11-05","2020-11-06","2020-11-09","2020-11-10","2020-11-11","2020-11-12","2020-11-13","2020-11-16","2020-11-17","2020-11-18","2020-11-19","2020-11-20","2020-11-23","2020-11-24","2020-11-25","2020-11-27","2020-11-30","2020-12-01","2020-12-02","2020-12-03","2020-12-04","2020-12-07","2020-12-08","2020-12-09","2020-12-10","2020-12-11","2020-12-14","2020-12-15","2020-12-16","2020-12-17","2020-12-18","2020-12-21","2020-12-22","2020-12-23","2020-12-24","2020-12-28","2020-12-29","2020-12-30","2020-12-31","2021-01-04","2021-01-05","2021-01-06","2021-01-07","2021-01-08","2021-01-11","2021-01-12","2021-01-13","2021-01-14","2021-01-15","2021-01-19","2021-01-20","2021-01-21","2021-01-22","2021-01-25","2021-01-26","2021-01-27","2021-01-28","2021-01-29","2021-02-01","2021-02-02","2021-02-03","2021-02-04","2021-02-05","2021-02-08","2021-02-09","2021-02-10","2021-02-11","2021-02-12","2021-02-16","2021-02-17","2021-02-18","2021-02-19","2021-02-22","2021-02-23","2021-02-24","2021-02-25","2021-02-26","2021-03-01","2021-03-02","2021-03-03","2021-03-04","2021-03-05"
"424","TPR","Tapestry Inc.","Consumer Discretionary",3823624,3511198,4039258,2765162,3624036,2983472,2324078,2693867,4262195,3603633,2607413,2475863,3559016,3385957,2695605,3258794,3976176,3629466,3691536,4661223,4950153,5261512,4588328,4885833,8870370,6067770,3914442,3518380,3720813,3771240,2763295,4149844,3176204,3213694,4309670,6668454,5950907,4868075,6576278,6564431,5849666,7162427,4956017,5737479,4719372,5947519,5496609,5920536,5985566,9501901,7937517,9038506,7693459,8259013,10160558,7535473,5539979,7119813,6986095,5186090,5773347,5511700,5568769,8042918,4702025,6566581,8661509,5920442,7289285,3923537,3227634,4334908,3708547,3879063,3808184,4890790,3426026,3235643,6277796,6166647,5121505,6274978,12072178,5153312,5409768,4548665,4826462,5377268,4614705,4120280,4467223,9155265,6307279,7955522,6575921,6533708,6053063,7684232,5168422,5864462,6959775,6313585,18878968,7297106,6322512,9876250,6863902,9222026,6207580,6813803,5962656,6201772,4181239,5334160,6053063,3323763,3540366,9439540,5503283,3698742,4421125,4916933,9180678,6368200,5027400,5883200,5687900,7057100,6147000,4707800,4009200,3898900,4235400,3243300,6024500,3145900,2950500,3903843,8954030,6732644,8521651,5701350,9237942,4953956,5013795,3650700,4210410,3528655,2965418,8423242,5734683,5324018,7308617,7407710,6216896,7275898,9453897,5944583,4410673,4931032,4407515,5557425,6315334,4589059,4043554,6034131,5969471,5364970,3704776,5499626,5228101,5284592,5786734,3873091,9977000,10565355,13348502,7037137,10394270,6578604,11194182,7483610,4204284,4920540,5276139,4514937,5708410,5854501,5256892,5045842,4410022,6300789,7422894,5206347,6438615,5254063,5047110,5277396,2954238,4130509,4462984,6292786,5643027,6496183,6918446,6410561,6090730,5594832,8333112,14134037,10682284,8939421,6528974,5372738,6048026,4304887,7691573,5772256,4768035,4883606,3189799,6107823,4414616,3705895,3454379,3861361,4854431,5400522,3686332,5924951,6127027,4578871,4832318,4627550,4775212,3760306,4265283,4186465,2652189,2949598,4336407,3119220,4444734,2989992,6732155,4561675,5135435,4800361,1945346,4256648,3449440,2673050,2633338,10472717,4557621,6619162,4926583,4079753,3983699,2762237,6364634,3942299,4218384,3930125,3325478,2312689,3713659,3495017,3378746,6423273,4571030,3781232,4172989,6130224,7944339,10519740,6321874,5065147,5019190,5693206,5274124,3559409,4253242,2993379,3400072,4055013,6245893,3838991,4321784,6317753,4457715,5879023,3704499,3344708,3017610,3550934
"425","TGT","Target Corp.","Consumer Discretionary",5149476,5018491,4223074,3653969,5731167,5369050,4678032,3632789,3291104,26731164,9359337,7298618,8183697,5066710,4641502,4336681,6776685,3863870,5250094,4465305,6960616,5185969,3625445,3635489,4024773,2969591,3860698,3065075,3763936,2653641,3286248,3122493,2832663,2659349,3855982,5304396,5094307,4318334,6712176,9174075,9665078,10924357,6832601,5288521,5369425,7343737,7460021,6141391,10119021,9262489,6962272,10577148,8843160,7407879,8056437,7103271,6497661,12552565,7013367,4902734,4485556,6386386,8576427,5926761,6815318,7082951,6598807,7540905,7069183,3234540,5030862,4223008,5940693,7616812,5326022,4518839,2944295,16488272,6088575,4339722,4903212,4928385,4767837,4589799,4577747,4199693,4911717,3689789,4266858,5995455,4894726,4676964,5633925,8349145,6320807,7896384,12884157,7604033,4896384,7267661,8257328,6136817,8705824,6019592,5141117,5814779,3962289,4577047,3577635,2922536,3644851,5004135,4951404,4592413,5137952,3808564,3258675,12611206,4670187,4305180,4180358,2759503,6670184,3258981,3633916,2837421,2216069,3764914,3907250,2842089,2860873,2035575,3469653,2577131,3532936,3109918,2715478,3824225,3195233,3876585,3267515,3833026,2423733,2337027,2095804,3606500,3268057,3319277,3924491,3692285,1979947,2303110,3002886,3915884,4863281,2324776,3180944,4578131,5756832,40211846,12045972,7061409,4355250,2984390,3061602,3773148,2835579,3025559,3604066,4128168,4135321,4742073,3503165,3279515,2828143,2356353,2707154,2206430,2072672,2391561,3615103,3359988,4334508,2801280,3223323,2743326,3627625,2784544,2806214,3866185,1978717,2268568,2932595,2927019,2189233,2582692,2436329,2015231,2286154,1859375,5048946,2322539,2698956,3033868,3649395,1817012,2310577,2406066,2656149,2157971,3694809,2674299,2545379,3156872,3114899,3498036,5092826,3577873,3336512,2709061,2769730,5035611,6299877,13092322,6834937,6657666,5760551,4610697,3780713,2371901,8010031,4909317,3109258,4214583,2935688,3430836,2682233,2853776,2643724,2676541,4016391,3490127,2193655,3495251,6715840,4077382,3104018,4752973,1941216,2430220,2359709,1935233,2571328,3463062,4843288,5610103,4226679,3321516,7221960,3844962,4098158,3321165,4289911,5347792,3443232,4586624,3257239,3423911,3463602,6985860,3965207,3612280,2637302,2913569,2135438,2309456,2218864,3076353,2862595,2711978,1862266,1821753,2500270,3435176,2983459,3120052,2143240,2828116,3738358,4291063,4204150,3683533,22090539,8285311,7111686,6008115
"426","TEL","TE Connectivity Ltd.","Information Technology",1866482,1439794,1148665,2103742,2000979,1253950,1528650,1225371,2502090,1275373,1395761,1709720,2619998,1464414,1728021,1794792,2012022,2131133,2735771,2750921,1949384,2355583,2109915,2134507,1505608,1583646,1226891,1530388,1971630,1609996,1433930,1651350,1147005,987804,1363002,1914574,2510828,2286447,2269574,3458347,2015248,2237705,1645549,2027377,2955755,3217534,2747662,2831437,3853309,4747759,5085686,6008975,5309768,4333677,4068013,3602041,3292875,2708847,2705132,2018745,1610400,2138394,2559672,2410909,2125369,2107520,2190701,1580176,3026201,1897207,1649434,2001646,2623509,4389861,2251930,2397423,1748949,2137197,1887455,1972144,3449924,2743166,2241303,1510246,1256211,1634021,1248979,1259568,1668052,1399214,1358769,1082835,2054018,3278880,1640214,1540142,2285961,1531923,1186299,1729642,1740620,3425079,4787671,2366607,2316781,2334260,1747428,2753438,1977324,2764796,2802965,1525386,3650092,1925296,2512185,1698073,1159483,2758369,1327385,2851054,1664215,1316338,2140429,946741,1921079,1469617,1164125,927112,1377448,1514684,1599180,2293870,1760517,1796314,2043958,1632662,2065834,1316171,1384140,1032855,1849108,2175992,1496462,2363854,2335217,2214175,1778885,1206673,1878310,1377377,1113545,1032237,1168615,2124901,1169098,1858778,960078,853830,1042327,1845564,1225551,1582625,994707,1515871,1035505,1272726,1858056,2232373,1697066,1695159,2396474,2213458,1424978,1545029,1354945,941510,1192777,1183860,1895209,1495002,2762813,2240779,1638942,1488613,1920670,1654215,1484624,1614544,1443593,1350541,947744,1474749,1968183,1492839,1190531,1372704,1567582,1361084,1374163,1933064,1901647,994416,1846006,1416704,2237639,1870677,1481889,1644786,2049828,1889844,1295007,2217616,1216985,1843505,1867748,1127967,2595917,1589805,2131877,1579925,1491121,1676353,1385947,2032344,1376423,1179628,1189212,1805771,996535,621461,2432451,1668071,1286776,2636264,1794643,2192948,1401041,2358750,1727445,1377689,1618712,2818466,1550108,1633626,2979941,1164659,1178462,2120003,627279,651372,888556,697808,760013,1386468,1191381,2306146,1875028,2301341,2445801,1472948,1430268,1970816,1482536,1612532,1362462,1498081,1540510,1479423,2722718,2443956,3148439,3439380,2544616,2396896,3415474,2615803,1866615,1347276,1760963,1796852,1323022,1126151,1174317,1909737,873729,1681583,2140309,2080227,1766745,1797403,2260784,1614261,2186676,1141544,2086011,1343728
"427","TDY","Teledyne Technologies","Industrials",193760,202467,222449,263050,242582,186361,140409,170373,182068,216757,172043,265398,448250,753745,487480,364104,364028,297242,188970,199981,202302,166860,196603,127805,90835,146765,135619,174702,133093,189334,118027,108201,158809,147181,287259,292267,249011,186138,243162,451882,300230,353057,225999,353482,252841,328007,343451,283337,455804,260307,348995,456664,324998,344227,1138058,389818,451761,474736,353494,335163,218319,389562,298436,249701,346438,261071,296284,224660,267580,155180,282438,246930,383337,536561,246283,156690,282283,178867,199770,179542,155404,224539,288302,183491,178759,156930,136893,169318,280970,298053,250184,208894,165021,217548,228382,152227,134386,208233,197014,232509,192796,225819,577684,200664,189459,199616,251926,232724,321500,251598,308644,272633,346669,463274,434734,326319,432350,6953130,306845,354688,379276,374780,638644,276300,264200,236100,363700,243100,227100,346000,229700,360900,272100,271900,314500,248300,251100,191608,202701,368545,297415,269415,174549,208246,215406,259961,162728,190587,158536,162038,174288,189225,174435,179989,226653,138649,124756,146636,219291,188358,200895,154660,151895,177388,198564,197125,163152,359997,265226,251339,273876,250187,229703,249580,270652,144108,157230,200669,212045,215515,344912,201105,142966,140217,139339,162595,185693,134670,286636,168523,114725,131949,211612,222700,109142,110887,120523,208237,112009,160885,207630,202854,216813,302031,152622,126694,162813,182753,198659,148494,142928,231719,144361,162156,102431,107809,316503,173150,134329,167634,203231,261125,202589,139674,129209,167046,147194,197574,108934,56967,333166,127235,137205,116777,125662,119106,127279,140658,113312,173793,182491,222011,178985,209720,566256,250884,136063,139932,23085,77993,83669,94893,155396,1452262,874451,690035,683653,566197,435981,442098,377761,348612,453467,352445,377154,336807,251194,279663,285564,397418,396589,409192,296771,298879,219030,236709,281504,196101,176135,203505,202223,300507,297825,632505,411657,233662,220471,296620,420613,234931,293581,273343,233619,238315,336213,354840
"428","TFX","Teleflex","Health Care",262900,167703,170012,127260,178067,307041,229518,148559,176579,152397,132150,164900,260417,173307,138172,97967,114101,125839,145369,167203,147644,261889,142252,103394,215369,137916,195262,218944,166509,210075,175216,169972,288065,341373,308692,228284,293256,187132,231759,406122,403363,398836,207935,265807,337175,466461,290707,427333,424223,353822,581629,575815,421542,364227,319837,367835,410714,431481,366605,295878,225327,545680,330525,385544,519402,360437,371882,269860,323194,192388,277956,279303,285756,330506,173474,216341,172378,156424,510835,299317,227010,352163,543293,539703,637764,446011,194746,173700,193173,202293,230864,271214,311908,135676,204811,153923,182506,322761,282423,438609,544154,315886,353028,294930,331253,256018,278956,290931,239774,245869,242737,409535,204808,262764,135599,159897,169443,348110,162225,141875,409508,191856,508269,256037,240445,286998,191503,219335,188511,169530,200869,117270,247298,166307,145014,100902,162901,133087,127379,157860,111192,142557,182677,221673,250619,307815,245624,180180,254828,276802,134728,136929,192880,152368,208963,115776,102552,163984,128637,110831,162377,154004,161692,247910,131835,169447,150571,221287,213255,223741,251078,144045,235776,139889,212130,268729,280964,293280,406730,377259,458503,365715,607327,256947,319133,170955,161373,188120,167821,231435,172879,136211,181005,274212,198681,219332,152641,163869,169962,134498,200991,315049,217489,165202,179718,171673,174822,228987,284215,543434,425100,343085,238671,375948,253346,185502,523698,324681,224412,105708,142224,269229,381201,294398,254654,226027,362874,294620,211661,103689,518566,295312,260657,191196,173609,141105,139140,204128,218058,241866,209310,240853,245459,196257,434925,192104,151459,113744,87503,91270,105507,107102,107421,227956,251831,321914,304266,183442,185775,287073,282940,255998,205546,184498,198793,164889,197766,223192,216200,184563,181633,174486,182326,219101,138443,175591,163541,93642,209445,155099,128745,193530,166618,143658,159411,219246,205774,245267,197466,251823,206453,182041,178684,177033,201451,206508
"429","TER","Teradyne","Information Technology",1100833,1363418,1717617,2097484,1188128,1782997,1200913,1477416,2240768,1580333,1609853,1300466,2357636,4299255,16146835,5662275,3699442,2625120,2232917,2411880,2952793,2033015,2006730,1377207,1119956,1604909,1182558,1565745,1503098,2073785,2040249,4029097,2210201,1793334,2329956,4037275,2879526,1973074,4047688,3649402,2780288,2071551,2588617,1637732,1917185,2484204,2713884,2535144,3130232,2910590,2791912,2535439,2622479,2558466,2663741,2652540,3422632,3288069,2442560,2156721,1872103,2192726,1839552,1387342,1426542,2591870,2910605,1911981,2686599,908208,1557507,1727458,3100168,2944499,1362925,3005237,6689916,2608671,1564837,1626676,1756211,2598459,2207599,3333279,2171347,1709790,1596684,2482217,2052703,2790417,1735957,1718300,2040983,3275490,2534835,1562895,2042432,1530760,850399,1924775,2647579,2279936,2465128,1963973,1344941,2479193,1996384,2529873,2851252,2979758,2280848,2753224,2548652,2745039,2605225,2155705,2025212,4815175,2598564,1988140,3000695,2551761,2395952,1607211,2338153,1422420,1615058,1793878,1995054,1724426,1440872,2076710,2280526,2638666,1590784,1096930,1031724,1567797,3162520,3475706,2764168,2253295,3006491,2203320,2318034,1451320,2330764,1747131,1126536,3476553,1675103,2315277,1418624,1525325,1310048,996984,1314682,924795,1133122,840751,1181356,1258350,829897,1158242,830197,2163411,2035296,1611484,1373617,1642634,2570644,4216317,4308014,2957390,3245772,1653308,1921025,1447517,1868704,1739971,30212610,1982121,1784977,2092585,2206492,1740575,1831782,1173368,1804218,1200849,1033685,1310660,1169086,1243028,1137286,1766909,2069839,1142905,967124,1096134,1032372,1469092,2817966,3533759,2175660,1166433,1258007,1474947,1185945,1615812,1581504,1842287,1082357,2561606,1918193,1506642,2214225,1975833,1683541,1274529,1062824,1763979,1258682,1186094,1048091,1376253,1192196,1645936,1373229,849186,1560799,2174677,1386257,1700221,1167709,1341628,1113758,1555322,1619675,1171308,1279504,1536177,1671901,1611591,2703561,1319431,1662091,928381,421407,733566,957391,793068,699841,1391678,1083167,1662507,2117935,1340849,2108872,1475234,1452787,1563213,1734043,1875119,1955937,1301649,1357306,1364172,1249839,2360411,4093709,4974757,3083048,4237710,2495586,1881965,1936247,1593983,2124780,1782797,1834579,2391536,2341536,2159197,1675102,2081456,1884748,3288858,2386832,1724649,1924026,2158064,1698554,1972808,3351379,3451724
"430","TSLA","Tesla Inc.","Consumer Discretionary",9532100,17778500,10133000,17882100,31144300,28440400,12959500,26517600,28996200,17368800,21736700,13629100,17803500,31369000,19651000,14353600,13608100,11788500,17801500,29005700,15719300,47233500,60938800,48423800,39880800,17063500,24689200,11697500,12022500,26289300,15693700,16381700,25423000,17634900,14314800,15192200,17290500,14085500,24277200,24564200,20195000,25784000,15049000,10852700,12662900,17073700,15594400,13322500,18909100,22640300,20489500,23994600,23786200,30195500,28285500,16454500,22895200,21222700,17380700,14377400,11998100,17771500,13353200,19858400,22562100,14901800,17919800,12656000,13650000,22475400,30576500,23577000,20657900,13128200,14746600,20209100,14224800,13236700,13237600,20681400,15222000,16216000,28471900,32531800,19237100,16991700,11123200,11527700,16130100,16519600,15906900,19065500,13682200,10518400,11698100,9636500,7309300,12254600,9987500,8089700,11549500,7255600,11812500,14939500,13565600,7949500,8887700,7811900,14174700,11388200,18563400,15916500,16730200,15697200,14051100,9869400,9751900,8679700,6362400,6365300,10959600,9254500,8854900,9026404,16918500,13326900,17201300,20569900,21489700,16311300,11717600,23337600,38985400,23418100,16367800,14300800,9330000,17121400,16157300,14161080,24328504,19396616,16048669,15808700,9426893,7621039,12246960,8809346,8414990,4978015,5992313,8896420,7522264,8625834,21898834,20425308,12577614,20023104,16474491,12205331,20611796,21489559,20063621,10658893,14239382,23693043,20081176,115847020,90119419,96176128,87596086,110321885,115465691,79465769,84930608,60717459,83020608,97298228,72546760,76779163,86406819,109476800,79580795,95074176,96561061,67208459,49719561,50341404,48145566,50741454,71430025,44722786,49146259,43127709,40421116,28925656,38791133,34463665,48045394,35672354,32775879,36287843,31656289,32370461,39993191,33716980,28239161,22686506,25451409,22655308,42587639,29021118,34351715,32143057,28414523,21706014,34833025,30284224,17357722,19940500,19830351,26838635,61188281,78044024,62475346,32911922,50260304,52058771,48930162,37561078,63003052,39133346,47775653,42552003,29401314,56309709,64265029,71291190,67083153,46474974,52040649,45223559,42095813,56270144,222126194,58045264,51861644,33172972,22865568,31553561,22910811,42846021,49649928,48638189,32245165,44699965,51498948,75055528,59554146,45985569,33312496,31266327,38777596,25366980,25665883,20598133,20066497,41173397,23131603,27333955,26378048,34990754,25391385,23998098,18343510,15812661,18566637,20161719,15027305,35723444,21622753,23768313,19802324,25878526,17957058,18958255,36594555,66606882,36766950,38126722,39767316,27136239,23732158,30207960,64799898,89396459
"431","TXN","Texas Instruments","Information Technology",4307006,4057223,4345537,7186129,3546870,3528081,3234039,4301937,4632403,3392366,5475961,5487095,8381672,8899712,8598678,5606800,5891326,4397463,4537551,5521312,5782520,5396697,4434701,7281760,3686554,4331746,2882681,2986832,2839108,4268722,2605266,3094593,3931602,2487936,4121290,7483779,6347264,5778181,8687345,11432756,7207458,9217500,5556691,6162250,6386222,8454636,9206433,9636948,15158498,16040243,12389356,16243501,16410781,9298541,10253305,9680823,9385741,11862056,10442996,7579184,6950754,8970003,8229664,8353715,6587405,7189653,7762249,5426602,5902415,5209410,8142378,5381347,5777685,6100164,7957252,8799824,10961262,5374254,5570209,4728247,5762275,4936870,5781032,5839885,4987070,5242554,3701441,3610293,4331296,2723621,3547084,4653232,4396124,7237711,6527364,4595070,4961617,4361476,3061595,4822042,4079439,3798358,5953578,2842695,7277681,7650633,5052550,7788781,5602583,4449968,4005725,6014011,5950875,5152867,3529595,2934184,3062581,10376887,3677664,4679048,4747121,2617173,9870946,3540060,5572367,4023810,4799661,4957024,3778525,3584252,4977445,2659255,4861922,4247456,3627719,3337688,4666239,4581782,6993296,10911866,7793548,5077126,3874495,3545276,2818329,4146867,8044132,4311843,5361540,4370266,2961770,2856748,5526700,5383829,3073749,2945103,2062933,2380365,2760749,3803285,2761194,4382515,2841274,2840696,2974138,2801034,2884765,4344554,3564400,4579461,5866361,5251718,5893677,5418553,3985960,3524401,3120599,2718779,3591759,5646089,7025924,6035987,3213217,5766588,2910981,3036028,3454334,2747432,5599558,4431150,3928603,3052841,3418781,2845594,2323727,4209933,5147837,3524030,3267533,2936219,4600667,4225352,3919125,6700591,3167621,3509434,4290788,4102600,7413559,5600383,5427118,3756552,3588577,5015699,4638073,4217915,5308637,5697945,3497169,2607087,2439811,3456499,3526734,2998439,2465531,3012972,2803289,4761434,3543903,3084389,4845192,4474259,4212255,4778646,3741574,4645586,3259883,5594021,5597283,4145765,5994265,5732166,3148110,5253382,7072582,3077337,2645599,2012454,1044396,2117778,2433694,2213785,2906171,4659971,4734166,5254431,5673709,4556506,4553836,3403076,2953892,3416354,3734645,6278012,4329529,3584673,3737120,5401881,5341850,10011230,6796641,5969788,5715619,4857958,5019216,3519812,4045138,4597562,2765940,3371363,4775984,2532565,3887591,4290864,4195117,4248489,4342198,6514423,5100507,6036750,5981583,4771643,5401784,4715866,8318914,5681162
"432","TXT","Textron Inc.","Industrials",1570211,1670584,1333094,1024510,2072478,1444349,1136503,1549573,1319340,969598,1835118,1583753,1359214,1079577,2368833,1018993,1978613,2433904,3707933,2313737,2376443,1647431,6613531,3244557,1306076,1410751,980231,1202834,2399978,2104765,979185,1906240,1179478,1050427,1006012,1335050,1829579,2520059,3015776,2953336,2016507,1861798,1481121,1882093,1977793,3038848,2604602,3079680,3758476,3710247,2899336,3305823,3213373,3548788,2608838,3778464,5064574,5200733,3855159,2040377,1856332,1876206,1868071,2204722,1639725,2532607,1631384,1997030,2203691,1282611,1261375,1303376,1592060,2381683,1251701,1295217,1396496,2053319,1810158,1377349,1003379,1576404,3402857,2524728,2952010,1752676,2307130,1455885,1335238,1695070,1379975,1588315,1678945,1518956,2208681,974974,1032548,1224699,936697,2079588,2211309,2147304,2788175,1239688,1733984,1820109,2247335,2882792,2392083,1584203,2111016,2527144,3202074,1804514,1348932,1096740,1288231,4112849,1753528,1464426,1653947,1272331,2849023,1322106,1513858,1492506,1007122,971271,1034176,1085866,1708071,1778519,1501661,951742,1282436,782290,971416,1228326,1913085,730043,1010193,1251853,737524,907062,1043187,2209933,1696018,1410027,1223001,1298332,1593396,990292,1045390,1627547,1607630,727719,1938794,1607934,1204682,1071049,859788,1070391,1105519,706877,868396,850852,626914,1364351,1767465,1611071,1089607,1417523,1643406,1028960,1100972,1214157,1112636,922876,1498673,1599755,2979943,1530734,1079756,1184867,1413933,819709,955966,975788,1101190,1580159,1643783,669177,976521,1454353,1033638,887688,1049724,649044,2064334,1257269,968666,771691,1274506,947559,788606,1321562,1000598,1903791,2236158,2266142,2022552,1554398,1525384,1440823,1267178,850290,3750921,1311092,1385757,1213841,817594,1728938,1621898,959614,829677,1145701,1065924,1364962,1206393,627488,1653205,1269992,930957,1258396,1000106,1168552,1079594,1061224,1365638,921890,1009887,986516,1071761,800869,2240537,924962,707273,722923,197459,559736,654084,822097,470929,975189,1047190,1253056,1319500,702743,1153512,1159752,772557,1056465,968500,687070,603222,694057,1131528,2005134,2300821,2088456,1447832,1430075,1065359,977892,652633,1046350,944028,987797,546741,715473,1087763,817316,771811,1141930,873244,1259779,1410856,1293845,1002276,1150331,1564216,1101230,802036,1150021,1176011,990500
"433","BK","The Bank of New York Mellon","Financials",2587184,2276082,3973777,3573535,3941404,2775413,3307775,3557461,3150119,4272405,12393482,12579796,7862904,6344781,5585235,6416428,5940144,8295672,9835986,5153412,6765759,6482200,6870489,5209430,5696917,3866985,3078865,3480555,2631647,2699250,3770824,3253182,3956973,2925832,5058517,5084909,5765061,6737006,11047762,14487905,11489604,14057775,12017380,10984106,9299773,8351380,8741017,8599322,9726369,9089111,9714870,11952328,10158814,7907503,9555944,8554646,9411081,9866627,8440925,5764473,6232210,7047247,7726601,6709625,5085403,6781475,8191384,5859866,8037790,6991862,5368341,5290328,9764453,8579735,6154830,6779950,4128392,4287689,4126764,5342560,3928369,7789935,4397273,4005184,4139311,3679397,5061393,5595148,4756880,5014541,6566643,6877077,7074389,4120527,6943282,5591316,6587022,5796570,5236437,7954291,7335832,5393197,5766693,2999864,3987223,4370837,5165818,7172142,5487965,4531967,6651665,8338511,6191737,4125304,4983993,4841899,3606321,13322635,3967859,4882725,7382977,7176275,7386850,4300449,8099104,5926215,4114538,3910427,4163600,7450614,6186481,3410400,4760548,5481385,14620716,6433328,6360395,3916807,6877148,7478115,5495640,5809069,4402014,5882371,5475608,4703922,4720555,4073859,4849170,5788515,3047549,5757380,4859770,4709646,3680310,4609397,2651663,4785142,4003355,4279967,4403158,2607247,5810030,4094591,3219634,4594477,3139023,3874579,3136134,3830567,5060873,6450546,4954535,4106768,4037786,3521314,4116401,6877485,6385245,3182053,5826989,4781268,4801718,4213834,3805807,3460907,3291911,4204891,8479953,8063935,5850625,3655461,5064212,6004761,3641954,5888433,5554099,4178442,6360812,8070400,7351541,3852782,3375708,4221461,3810599,3727014,4531188,4361684,8743784,6401322,5521476,5640015,6011473,7630290,6184346,4336626,9647240,6628070,6169536,4461019,3872565,4664856,3870854,7207393,4173379,6106349,4093562,6181388,5737478,2259197,6200707,5900712,4778870,5286688,5224280,4652305,4657918,5833478,6598369,6298637,4456198,4741669,4770976,4896623,10343635,7362269,4173361,3833939,1254770,3235427,3244728,2824931,2956571,5710205,4592376,8467161,5079021,3621016,4590248,4927756,4343292,3362424,4330838,6427772,10494481,8672271,5509162,8239637,5936765,8475508,7315459,7392663,7013646,8033050,5403207,5019677,3505045,3988347,4167149,4460390,10917505,8844761,8707618,4602124,3716872,5899935,9699208,8004612,7416804,7036974,6744603,6377147,4494559,7398087,6910317,5828733
