"","date","mean_ind","mean_health","mean_info","mean_comm","mean_con","mean_ut","mean_fin","mean_mat","mean_rlest","mean_constpl","mean_nrg"
"175",2020-09-10,4504019.09859155,2479515.77419355,7420147.08,7772896.65384615,7032428.78688525,2609845.03571429,5024993.72307692,2696185.42857143,2246985.03333333,4176383.51612903,11514852.5652174
"176",2020-09-11,3822153.63380282,2327450.03225806,7889430.08,6343837.38461538,5817130.63934426,2185494.78571429,4180283.23076923,2486471.46428571,2071051.96666667,4337634.74193548,9780582.60869565
"177",2020-09-14,3898921.56338028,2559497.59677419,7309833.08,6406993,6016022.03278689,2158825.85714286,5330526.10769231,2931831.39285714,2093878.76666667,3712018.64516129,9086831.60869565
"178",2020-09-15,4167985.3943662,2270385.06451613,7087420.28,6042896.65384615,7720280.60655738,2173597,5956615.52307692,2465652.21428571,2476785.06666667,3919381.87096774,9210279.34782609
"179",2020-09-16,7958702.70422535,2704972.32258065,6751747.53333333,7390606.80769231,6534147.8852459,2783571.35714286,5874332.4,3343394.53571429,2539311.66666667,4429332.12903226,12260442.1304348
"180",2020-09-17,7294801.01408451,2544835.93548387,7506104.82666667,7459791.61538462,6622485.01639344,2716198,5142601.98461538,3785112.60714286,2244572.13333333,4357206.87096774,9740246.60869565
"181",2020-09-18,7146319.67605634,4657253.96774194,12258010.2933333,10528234.0384615,9246177.08196721,4568840.28571429,8569612.13846154,5172794.92857143,3781995.73333333,7190040.38709677,14984350.3478261
"182",2020-09-21,6338640.97183099,3087748.17741935,8390315.76,8827522.15384615,7734722.60655738,2860261.03571429,6465651.53846154,3852694.89285714,3070337.1,4498037.03225806,10638653.0869565
"183",2020-09-22,4655979.54929577,2526221.08064516,6751456.13333333,7530085.84615385,6003384.09836066,2388782.03571429,5423317.29230769,2483621.46428571,2563909.06666667,3784967.19354839,8005291.30434783
"184",2020-09-23,4183632.49295775,2510607.9516129,6716388.68,9146276.11538462,6839953.47540984,2642062.92857143,5184081.96923077,3575206.60714286,2270259.83333333,3993941.35483871,9701100.52173913
"185",2020-09-24,4525098.76056338,2466073.14516129,6935409.42666667,6749884.61538462,6665057.72131148,2453636.46428571,4907232.81538462,2959695.28571429,2206051.76666667,3798132.83870968,10273272.6521739
"186",2020-09-25,4160882.56338028,2227017.5483871,6264769.06666667,6103135.88461538,6401562.2295082,2194802.82142857,3873764.53846154,2520000.03571429,1801775.4,3408363.09677419,10083508.6521739
"187",2020-09-28,4787907.69014085,2093569.30645161,6393212.41333333,5936440.5,5235282.09836066,2085832.92857143,4499650.29230769,2499773.35714286,1833631.13333333,3253357.87096774,10449510.3043478
"188",2020-09-29,3757394.29577465,1942198.43548387,5570153.58666667,5409103.15384615,4473380.03278689,1966811.46428571,4161856,1963529.60714286,1707406.3,3150700.70967742,9765654.69565217
"189",2020-09-30,5300845.09859155,2867678.56451613,7462422.34666667,7728002.11538462,6202661.72131148,3582186.17857143,5208049.83076923,2968619.60714286,2414148.73333333,4342694.12903226,9692466.65217391
"190",2020-10-01,4188874.26760563,2422637.06451613,5928126.78666667,6798558.57692308,5550490.01639344,2677093.21428571,4730173.6,3233685.92857143,2223766.06666667,4104011.09677419,12252331.4347826
"191",2020-10-02,5765712.69014085,2213458.08064516,6235084.49333333,6053050.23076923,5503140.52459016,2947639.17857143,4617983.24615385,2976459.71428571,2473859.6,3309380.83870968,11006583.0434783
"192",2020-10-05,3665669.07042254,2193031.35483871,5477427.26666667,5303686.65384615,4505340.8852459,2259767.03571429,5469510.35384615,2953106.78571429,1868037.6,2976379.80645161,8845164.30434783
"193",2020-10-06,6439217.94366197,2410549.24193548,6755236.42666667,6637113.38461538,6448723.13114754,2490659.46428571,5440449.35384615,3188893.92857143,2306319.8,3166581.29032258,10517039.4782609
"194",2020-10-07,4373963.42253521,2294648.0483871,5191012.84,7163532.69230769,4727674.81967213,2159629.28571429,4590732.98461538,3269988.42857143,1938313.06666667,3048143.48387097,8675529
"195",2020-10-08,4918241.87323944,2151753.38709677,5303091.46666667,5778107.88461538,5093310.32786885,2374121.03571429,4476777.73846154,2500991.17857143,2055441.23333333,2707288.22580645,9358527.13043478
"196",2020-10-09,5740488.4084507,2216605.03225806,6108977.18666667,5915204.11538462,5018420.67213115,2359255.78571429,4168600.38461538,2457933.78571429,1672633.06666667,3144590.83870968,9256952.52173913
"197",2020-10-12,3908729.95774648,2207627.46774194,7674041.98666667,8515695.46153846,5296499.57377049,2194094.32142857,4197614.61538462,2415463.78571429,1622328.06666667,3538978.12903226,7738399.39130435
"198",2020-10-13,4151958.71830986,2258445.61290323,7564389.62666667,8207624.19230769,5789076.85245902,2557369.64285714,5086441.75384615,2289215.92857143,1871336.46666667,3383979.70967742,8219435.7826087
"199",2020-10-14,3766401.5915493,2245127.29032258,5663927.22666667,7407489.03846154,5038578.39344262,1965466.46428571,6434982.56923077,1956202.46428571,1474750.33333333,3119757.83870968,9029101.65217391
"200",2020-10-15,3625141.92957746,2560619.37096774,4986572.98666667,6154228.84615385,4629594.59016393,1873625.92857143,5240820.38461538,2041297.39285714,1575208.23333333,2963183,9212299.17391304
"201",2020-10-16,5320926.57746479,2928976.72580645,5475082.76,5655099,4758180.24590164,2216703.46428571,4728698.26153846,2177573.75,1818994.96666667,3380309.03225806,10206940.826087
"202",2020-10-19,4867387.66197183,2584072.11290323,5919786.05333333,7066033.26923077,4534901.3442623,2608251.46428571,4093660.43076923,2303795.96428571,1936058.3,2859179.03225806,10437744.2608696
"203",2020-10-20,3996970.92957746,2184433.16129032,5462458.04,6619866.23076923,5197596.55737705,2293183.42857143,4761238.18461538,2230413.57142857,1575994.1,3013436.5483871,10201897.1304348
"204",2020-10-21,3530156.76056338,2261976,5043423.2,8754591.30769231,4548533.3442623,2474970.46428571,4390552.44615385,2569059.64285714,1685982.46666667,2944415.35483871,10627487.826087
"205",2020-10-22,5186149.73239437,2489447.27419355,5484110,8814784.88461538,6476019.67213115,2260076.60714286,4826861.89230769,2387304.46428571,1850212,3208650.16129032,11553295.5652174
"206",2020-10-23,5207531.69014085,2579808.4516129,5747721.44,5940816.30769231,5114840.42622951,2055914.32142857,4325000.56923077,1980661.32142857,1444607.23333333,2473311.83870968,9918506
"207",2020-10-26,5035212.54929577,2639194.93548387,6956139.29333333,7445391.07692308,5749088.78688525,2507245.85714286,4813682.26153846,2572381.67857143,1836074.9,3406078.4516129,10346905.2608696
"208",2020-10-27,4773262.07042253,2850861.91935484,7957742.21333333,6455301.76923077,4512295.75409836,2512798.78571429,4793564.81538462,2505206.10714286,1765621.5,3342020.61290323,9840381.60869565
"209",2020-10-28,7756701.35211268,3339136.4516129,8519314.68,8598361.88461538,6672782.86885246,3104124.64285714,6266813.43076923,3434969.92857143,2709112.06666667,4435009.41935484,13405024.3478261
"210",2020-10-29,5009501.22535211,3125827.87096774,7356525.4,10100605.2307692,6718424.26229508,2826811.82142857,5084283.29230769,2734567.14285714,2508457.1,4073452.4516129,11983538
"211",2020-10-30,4872727.95774648,3300038.88709677,8126218.37333333,12455900,8056643.6557377,3476847.71428571,5457789.78461538,2968027.75,2455939.1,4661034.64516129,12448138.6086957
"212",2020-11-02,4626743.74647887,2866360.51612903,6277188.98666667,9673170.80769231,5577857.3442623,2790108.17857143,5115409.63076923,2769969.32142857,2467527.63333333,3952505.67741935,11815977.0434783
"213",2020-11-03,4393050.38028169,2535000.82258065,6075695.70666667,7713140.80769231,4941595.42622951,2597019.10714286,5219442.50769231,2953101.85714286,2588607.63333333,3870764.90322581,9691334
"214",2020-11-04,5057143.54929577,4838751.24193548,7693116.41333333,10319891.0769231,5394148.18032787,2931080.89285714,6397717.36923077,3115751.17857143,2530380.36666667,4110671.74193548,12459590.6956522
"215",2020-11-05,4350946.18309859,3331293,6927273.02666667,8549663.34615385,5859707.47540984,2747174.28571429,5321741.21538462,2977646.57142857,2184426.73333333,3480289.4516129,11854474.6521739
"216",2020-11-06,3565776.50704225,2748325.0483871,5910370.61333333,7863802.61538462,4480196.63934426,2526734.03571429,4450798.84615385,2432873.96428571,2317412.46666667,2924450.12903226,10355035
"217",2020-11-09,11527914.6338028,7410552.25806452,9069714.76,13767028.0384615,13379967.2786885,3898974.85714286,11792390.5538462,4805045.39285714,6505860.7,6795657.61290323,22515566.7391304
"218",2020-11-10,7890322.97183099,4203681.98387097,7700707.86666667,9595431.30769231,8895789.18032787,3525377.32142857,6583473.90769231,3340174.07142857,4532695.3,5577215.29032258,14315014.173913
"219",2020-11-11,5143146.16901408,3126495.66129032,5942455.36,7053635.26923077,6188318.73770492,2632126.5,4974769.8,2981538.67857143,2895586.63333333,3898822.70967742,11056129.173913
"220",2020-11-12,4730703.97183099,2714521.29032258,5635300.6,6810042.26923077,6708679.32786885,2776872.53571429,5103401.58461538,2895764.21428571,2620983.76666667,3360155.83870968,9623755.73913044
"221",2020-11-13,4880000.28169014,2643050.38709677,5079704.81333333,6231006,7476136.86885246,2300783.85714286,3991519.69230769,2372176.67857143,2732149.93333333,3007850.80645161,8652365.65217391
"222",2020-11-16,6468465.66197183,3280124.61290323,6051741.45333333,8469812.19230769,8042839.01639344,3274055.14285714,5023861.23076923,2847770.71428571,3119296.6,4126945.16129032,13108903.6521739
"223",2020-11-17,4821465.71830986,3806602.33870968,4861761.90666667,6345580.11538462,6408089.63934426,2937896.03571429,4212467.16923077,2796781.46428571,2538606.83333333,4290096.12903226,10652831.4782609
"224",2020-11-18,6734037.01408451,3575450.82258065,5240659.6,6473374.23076923,8650477.01639344,3135625.32142857,4736138.15384615,2412377.96428571,2297554.73333333,3947399.25806452,12310754.7826087
"225",2020-11-19,4431188.14084507,3013989.58064516,5210990.85333333,6451019.53846154,6272924.52459016,3087739.21428571,4207968.01538462,2217947.35714286,2828687.53333333,3782856.48387097,9938326.86956522
"226",2020-11-20,4025778.09859155,3360344.29032258,4954875.78666667,7299850.11538462,5867222.73770492,3792807,4116988.06153846,2499862.5,2425612.6,3598351.90322581,8500415.26086956
"227",2020-11-23,5363462.87323944,2969984.66129032,6094250.77333333,6843406.19230769,6539803.32786885,3033404.64285714,4262289.83076923,2816673.32142857,2710967.76666667,3569117.25806452,12810636.3478261
"228",2020-11-24,7701369.95774648,3483070.19354839,6379878.53333333,8211013.80769231,8007536.96721311,3409882.60714286,6523009.18461538,4245475.46428571,2986116.16666667,4219140.29032258,15079142.4782609
"229",2020-11-25,5103040.57746479,2437506.29032258,5332910,6016974.61538462,7090112.32786885,2774551.75,4425601.75384615,2619735.60714286,2120246.13333333,3272938.80645161,9993669
"230",2020-11-27,2924581.04225352,1498387.69354839,2929222.97333333,3118053.65384615,3721443.50819672,1269016.71428571,2337156.29230769,1432923.39285714,904336.533333333,1923969.16129032,4949753.30434783
"231",2020-11-30,6637646.3943662,4774217.22580645,9155834.16,9527526.92307692,8570815.32786885,4734044.35714286,7242009.63076923,3857626.85714286,4119538.2,7159438.80645161,16382985.6086957
"232",2020-12-01,4759697.97183099,3566126.37096774,7435606.21333333,7636848.15384615,5939736.06557377,3153282.64285714,4788614.64615385,2890029.64285714,2172400.96666667,4208469.35483871,10431919.1304348
"233",2020-12-02,4508914.50704225,3503704.72580645,6387293.34666667,6467089.34615385,5432817.09836066,2718770.07142857,4474034.55384615,2678219.96428571,1914323.86666667,4187282.93548387,10710188.173913
"234",2020-12-03,6870705.69014085,3508533.91935484,5751723.32,6019534.19230769,6626399.98360656,2578601,4781448.67692308,2927541.32142857,2326501.2,5381150.29032258,11115966.3913043
"235",2020-12-04,6461829.4084507,2902891.43548387,5854560.61333333,5901128.88461538,5736323.78688525,2756824.60714286,5091790.30769231,3359821.89285714,2317991.7,4421064.25806452,13130195
"236",2020-12-07,6066065.52112676,2942739.72580645,5616264.97333333,6370472.23076923,5617875.81967213,2708792.92857143,4046579.07692308,2583008.28571429,2040579.76666667,4000982.29032258,10252603.3478261
"237",2020-12-08,4830548.32394366,3642216.5,5017490.4,8054829.23076923,5714747.55737705,2842984.96428571,3849617.8,2152586.32142857,2097690.53333333,3757558.58064516,10373680.5652174
"238",2020-12-09,6441516.42253521,3701251.37096774,6492980.24,8984703.69230769,7010613.50819672,3156805.53571429,4740476.01538462,2399229.5,2562228.96666667,4150502.03225806,13130054.6521739
"239",2020-12-10,4737313.70422535,3016858.58064516,5308242.32,8071978.96153846,6330440.2295082,2736508.10714286,4741308.2,2438435.71428571,2372142.8,3669636.58064516,13245078.2608696
"240",2020-12-11,4906841.76056338,3056101.17741935,5435486.70666667,9699193.65384615,5708727.73770492,2490808.03571429,4047163.06153846,2283520.39285714,2182293.43333333,3352289.61290323,9475253.04347826
"241",2020-12-14,4663198.12676056,4284449.74193548,5678058.50666667,8916355.57692308,6415088.67213115,2587850.32142857,4610128.33846154,2518582.32142857,2315138.13333333,4486697.51612903,11569688.5652174
"242",2020-12-15,4720580.94366197,3681031.08064516,6440982.32,7320552.34615385,6005274.63934426,2826379.07142857,4503888.26153846,2325938.5,2462179.9,3899117.29032258,9724165.95652174
"243",2020-12-16,3803946.50704225,3224792.69354839,5599939.98666667,8587692,5193459.93442623,2869085.17857143,4184251,2040824.67857143,2290891.23333333,4188413.19354839,9217223.60869565
"244",2020-12-17,3723930.77464789,3186954.24193548,5326926.74666667,8257992.26923077,5030223.72131148,2908695.25,4518902.30769231,2297773.39285714,2450775.93333333,3863356,8382689.86956522
"245",2020-12-18,6633314.66197183,5887588.58064516,11656082.1866667,13322405.7307692,11543063.3442623,6196532.57142857,8607678.33846154,5479461.46428571,4437527.2,7807646.12903226,16600765.6086957
"246",2020-12-21,4818149.98591549,3000653.53225806,6596297.45333333,8310839.65384615,6166951.31147541,3518353.17857143,6589646.53846154,2344787.67857143,2381938.66666667,3866896.19354839,9900415.08695652
"247",2020-12-22,4195976.69014085,2486128.46774194,6114694.32,7454323.88461538,5244237.29508197,2591398.25,4095212.44615385,2268764.5,1889761.2,3521424.74193548,8110425.2173913
"248",2020-12-23,3458314.35211268,2116708.66129032,4301943.44,6370954.11538462,4371228.1147541,2315732.75,4037907.90769231,1959032.92857143,1559727.16666667,2671091.41935484,7926370
"249",2020-12-24,1549647.52112676,864206.580645161,2284488.65333333,2776365.5,2150599.13114754,888594.892857143,1500982.38461538,687592.5,532677.533333333,1214683.48387097,3394954.04347826
"250",2020-12-28,3107126.02816901,1801726.46774194,4570134.98666667,6467145.07692308,3958061.39344262,1820412.21428571,2835326.21538462,1606509.21428571,1419167.63333333,2535299.96774194,6301270.60869565
"251",2020-12-29,3008019.14084507,1815972.77419355,5382396.84,5552216.65384615,3551029.37704918,1963915.17857143,2672032.81538462,1618440.75,1191764.13333333,2519589.90322581,6545747.56521739
"252",2020-12-30,2764298.87323944,1767231.75806452,4516519.28,5134512.42307692,3646763.16393443,1939531.67857143,2428476.76923077,2484702.71428571,1237285.86666667,2265487.64516129,6735092.13043478
"253",2020-12-31,2951234.70422535,1998642.19354839,4716668.89333333,5483607.76923077,4080124.47540984,1967195.57142857,2620331.83076923,2230440.85714286,1468526.83333333,2691609.29032258,6608936.30434783
"254",2021-01-04,4685956.8028169,3380940.25806452,7630335.24,8904929.38461538,6952265.60655738,3043753.32142857,4803718.09230769,3910430.57142857,2650175.73333333,4880801.16129032,8796224.04347826
"255",2021-01-05,4098509.35211268,2916522.67741935,5643653.61333333,7415721.11538462,5193809.67213115,2617411,4314776.90769231,3494315.57142857,2225388.83333333,4060017.48387097,13598550.3913043
"256",2021-01-06,5406480.67605634,3577690.75806452,7703008.13333333,9745528.07692308,6062820.6557377,3135898.17857143,8074601.55384615,5248463,2789795.66666667,5535999.77419355,16501637.3913043
"257",2021-01-07,3918574.07042254,2867276.58064516,6399182.21333333,8750902.46153846,5591756.52459016,3052835.10714286,5795516.46153846,4057036.10714286,2398863.86666667,5779248.35483871,10238306.6521739
"258",2021-01-08,3906309.57746479,2729373.70967742,6348115.04,8691833.76923077,5666631.6557377,2822100.46428571,4175868.93846154,3515966.67857143,1823115.9,4778155.90322581,9216587.86956522
"259",2021-01-11,3467794.94366197,3140688.9516129,5805916.02666667,8913608.11538462,5924048.06557377,2567248.82142857,4206648.55384615,3208155.5,2071340.53333333,4429623.22580645,9559800.30434783
"260",2021-01-12,3827858.29577465,3156505.56451613,5828823.10666667,8739466.42307692,7063796.78688525,2919843.03571429,5106295.67692308,3467466.5,2274364.7,4700989.06451613,13130359.173913
"261",2021-01-13,3250255.14084507,2704754,6760792.94666667,7663676.26923077,5759063.59016393,2872348.46428571,4357379.72307692,3212184.25,1993637.66666667,4333061.74193548,9262484.56521739
"262",2021-01-14,4176932.95774648,2754153.98387097,6766716.50666667,11063241.5769231,6451796.52459016,2820819.92857143,4935474.29230769,3121233.57142857,2373603.56666667,5120047.80645161,11169567.4347826
"263",2021-01-15,4075892,3097670.22580645,6712866.61333333,9218905.34615385,6050468,3062431.03571429,6501940.67692308,3371810.82142857,2199387.06666667,5204850.74193548,11388792.1304348
"264",2021-01-19,3466831.23943662,2914241.38709677,6199203,9318809.69230769,5739106.59016393,2909791.57142857,5651069.06153846,3077282.5,2001815.46666667,4729946.22580645,10407471.6956522
"265",2021-01-20,3424577.91549296,2651027.25806452,6426887.84,9115556.19230769,6108994.27868852,2788388.71428571,4854314.69230769,2974045.89285714,2215097.03333333,4512952.74193548,8695050.52173913
"266",2021-01-21,4046521.30985915,2765130.58064516,6810704.05333333,7650316.92307692,8376938.36065574,2477955.60714286,4602691.90769231,3280080.78571429,1905546.46666667,3750131.90322581,11002550.6521739
"267",2021-01-22,3228247.38028169,2315868.30645161,7322605.54666667,7223672.53846154,5515655.03278689,2322121.82142857,4580991.81538462,3097797.78571429,2083509,3466312.25806452,9099073.17391304
"268",2021-01-25,4752034.94366197,2570018.25806452,7620789.21333333,9289153.88461538,7533222.81967213,3318205.5,4930824.35384615,4239520.21428571,2680944.93333333,5310319.09677419,9710157.04347826
"269",2021-01-26,5922512,2403045.79032258,6114498.97333333,12754439.3461538,5346033.47540984,2802857.28571429,4019675.27692308,4100556.67857143,2204855.46666667,4225823.19354839,8999014.43478261
"270",2021-01-27,7798747.64788732,4082196.88709677,9644651.02666667,19160928.2307692,7971383.72131148,4064516.71428571,6257621.63076923,5559089.78571429,3464038.53333333,6758208,11490246.8695652
"271",2021-01-28,8573248.98591549,3449358.67741935,7646925.61333333,14238823.9230769,7280315.85245902,3023597.82142857,5080090.61538462,4940004.89285714,2869350.16666667,5295523.96774194,9660341.17391304
"272",2021-01-29,6156713.01408451,4374170.80645161,8546330.66666667,11571010.2307692,6686184.68852459,3896788.57142857,6418501.76923077,5687823.28571429,3355522.8,5921303.35483871,11005753.6086957
"273",2021-02-01,3703111.05633803,3065210.40322581,6139342.46666667,8652668.26923077,6656857.40983607,2464434.25,4092696.66153846,6259658.14285714,2181903.76666667,4299797.61290323,7869128.39130435
"274",2021-02-02,4050372.46478873,3938356.32258065,5164998.42666667,8444163.53846154,5294068.32786885,2599213.28571429,4356539.93846154,4999021.75,1935101.16666667,4316348.25806452,9129128.17391304
"275",2021-02-03,3722373.3943662,3201190.75806452,5344968.72,7605790.80769231,5508985.68852459,2262904.42857143,4168735.30769231,4615688.71428571,2204765.56666667,3589287.16129032,9103375.91304348
"276",2021-02-04,3740630.38028169,3401821.46774194,5973729.54666667,7600094,6006850.3442623,2414142.71428571,4518819.46153846,4453326.60714286,2386373.53333333,4024161.32258065,7874899
"277",2021-02-05,3174096.12676056,3253500.90322581,4980992.65333333,7446467.38461538,5845864.54098361,2119099.67857143,3738680.38461538,4219717.53571429,1566011.5,3488278.4516129,8650776.69565217
"278",2021-02-08,3380170.5915493,2965956.46774194,5303934.90666667,7478063.07692308,4968001.08196721,2443706.57142857,3851939.6,3058177.17857143,1761589.4,3604262.90322581,10506407.3478261
"279",2021-02-09,2991751.73239437,2668724.27419355,4933389.42666667,7762655.38461538,5547792.78688525,1897731.85714286,3426984.72307692,2878110.85714286,1671368.2,3496406.06451613,8593689.30434783
"280",2021-02-10,2841296.97183099,2667912.51612903,5484752.12,10304074.5769231,6049017.68852459,2249386.5,3637164.6,4006662.85714286,1994539.56666667,4277775.38709677,8421856.08695652
"281",2021-02-11,2952854.91549296,2313497.91935484,5498724.89333333,7805737.69230769,4501130.70491803,2095514.25,3308049.44615385,2639473.89285714,2195572.4,4586886.16129032,7725172.26086957
"282",2021-02-12,2793378.21126761,2344023.62903226,4501355.6,7510084.19230769,4047761.06557377,2130923.03571429,3474302.06153846,2234799.96428571,1861492.43333333,3614473.77419355,7055590
"283",2021-02-16,3346632.6056338,3091330.64516129,5496738.17333333,7792100.57692308,5251357.16393443,2834626.35714286,4752147.26153846,3550073.89285714,2386735.46666667,4135652.19354839,9998074.26086956
"284",2021-02-17,2889621.97183099,2704307.66129032,5112347.02666667,8053132.65384615,5176679.93442623,2549725.17857143,4756205.06153846,3041003,1854088.83333333,3955512.5483871,8127211.30434783
"285",2021-02-18,2812243.49295775,2566983.25806452,5080200.8,7239656.88461538,4032508.65573771,3321705.21428571,3923612.58461538,3375448.10714286,1812836.73333333,4963407.90322581,7678584.7826087
"286",2021-02-19,3788112.5915493,3049717.59677419,5937098.61333333,7906073.42307692,4918728.32786885,3240515.46428571,4560860.8,4130744.78571429,2598503.5,4299155.96774194,7468845.86956522
"287",2021-02-22,5476192.71830986,2870398.9516129,6285507.01333333,8681100,6678024.45901639,3648673.67857143,5252333.50769231,3683093.57142857,2795245.83333333,3679116.74193548,11213935.0434783
"288",2021-02-23,4722745.56338028,3240323.80645161,7645278.82666667,10533930,8227398.7704918,3371266.75,5555642.6,3492317.03571429,2599545.96666667,4355683.4516129,11832455.6956522
"289",2021-02-24,5561210.04225352,2870947.64516129,6297895.01333333,8155127.07692308,7844872.6557377,3330737.57142857,5385002.21538462,3408910.75,2505805.86666667,4083380.19354839,12700166.173913
"290",2021-02-25,4928235.09859155,2909573.64516129,7813231.49333333,11662361.8461538,7357655.95081967,3510125.82142857,5563243.56923077,2920908.96428571,2590586.9,4240366,11133796.4347826
"291",2021-02-26,4358842.81690141,3841918.93548387,8418726.36,11371648.1538462,6723280.80327869,4497745.85714286,6226291.43076923,4110432.60714286,2940836.7,5568896.32258064,12160381.5652174
"292",2021-03-01,4171845.95774648,2750770.5483871,6190147,8906417.92307692,5474922.13114754,3437610.5,4698603.49230769,3046514.46428571,2278878.3,4041804.48387097,9447639.34782609
"293",2021-03-02,3510055.88732394,2593381.85483871,5504665.88,7886226.76923077,6903923.27868852,2873949.25,4033010.44615385,3355245.71428571,2473068.63333333,3950862.58064516,8458120.39130435
"294",2021-03-03,4892322.14084507,3060140.74193548,6644396.32,10019215.7692308,6916374.86885246,3236917.21428571,5336475.2,3049022.75,2490843.8,4500296.77419355,10167555.5652174
"295",2021-03-04,6232595.66197183,3827735.64516129,9277386.61333333,11097204.6538462,8183209.31147541,4286520.46428571,6555328.67692308,4002805.21428571,2817060.3,5820847.38709677,15627693.2608696
"296",2021-03-05,5146195.15492958,3230734.35483871,8751940.97333333,10453596.6538462,9493979.57377049,4002060.75,5949574.84615385,3532691.28571429,2385973.2,6016917.19354839,16247821.6956522
